,idx,x,y,z,value
399,399,-1.0,0.25,1.0,-252.546875
400,400,-1.0,0.3333333333333332,-1.0,192.00000000000003
401,401,-1.0,0.3333333333333332,-0.9166666666666666,165.171875
402,402,-1.0,0.3333333333333332,-0.8333333333333334,136.87500000000006
403,403,-1.0,0.3333333333333332,-0.75,107.390625
404,404,-1.0,0.3333333333333332,-0.6666666666666667,77.00000000000001
405,405,-1.0,0.3333333333333332,-0.5833333333333334,45.984375
406,406,-1.0,0.3333333333333332,-0.5,14.624999999999998
407,407,-1.0,0.3333333333333332,-0.4166666666666667,-16.796874999999964
408,408,-1.0,0.3333333333333332,-0.3333333333333333,-47.99999999999998
409,409,-1.0,0.3333333333333332,-0.25,-78.70312499999999
410,410,-1.0,0.3333333333333332,-0.1666666666666667,-108.62499999999996
411,411,-1.0,0.3333333333333332,-0.0833333333333333,-137.484375
412,412,-1.0,0.3333333333333332,0.0,-165.0
413,413,-1.0,0.3333333333333332,0.0833333333333332,-190.890625
414,414,-1.0,0.3333333333333332,0.1666666666666665,-214.87499999999997
415,415,-1.0,0.3333333333333332,0.25,-236.671875
416,416,-1.0,0.3333333333333332,0.3333333333333332,-256.0
417,417,-1.0,0.3333333333333332,0.4166666666666665,-272.578125
418,418,-1.0,0.3333333333333332,0.5,-286.125
419,419,-1.0,0.3333333333333332,0.5833333333333333,-296.359375
420,420,-1.0,0.3333333333333332,0.6666666666666665,-303.0
421,421,-1.0,0.3333333333333332,0.75,-305.765625
422,422,-1.0,0.3333333333333332,0.8333333333333333,-304.375
423,423,-1.0,0.3333333333333332,0.9166666666666664,-298.546875
424,424,-1.0,0.3333333333333332,1.0,-288.0
425,425,-1.0,0.4166666666666665,-1.0,169.17187500000003
426,426,-1.0,0.4166666666666665,-0.9166666666666666,144.375
427,427,-1.0,0.4166666666666665,-0.8333333333333334,117.89062500000004
428,428,-1.0,0.4166666666666665,-0.75,90.0
429,429,-1.0,0.4166666666666665,-0.6666666666666667,60.98437500000005
430,430,-1.0,0.4166666666666665,-0.5833333333333334,31.125000000000032
431,431,-1.0,0.4166666666666665,-0.5,0.7031250000000142
432,432,-1.0,0.4166666666666665,-0.4166666666666667,-29.99999999999996
433,433,-1.0,0.4166666666666665,-0.3333333333333333,-60.70312499999997
434,434,-1.0,0.4166666666666665,-0.25,-91.12499999999996
435,435,-1.0,0.4166666666666665,-0.1666666666666667,-120.98437499999994
436,436,-1.0,0.4166666666666665,-0.0833333333333333,-149.99999999999994
437,437,-1.0,0.4166666666666665,0.0,-177.89062499999997
438,438,-1.0,0.4166666666666665,0.0833333333333332,-204.37499999999997
439,439,-1.0,0.4166666666666665,0.1666666666666665,-229.17187499999991
440,440,-1.0,0.4166666666666665,0.25,-252.0
441,441,-1.0,0.4166666666666665,0.3333333333333332,-272.578125
